WoS Source UT,WoS Cited Reference UT,Cited Author,Times Cited,Pub Year,Volume,Page,Cited Work,Cited Title,DOI
WOS:000906353200001,WOS:000661127000026,"Holmes, Elaine",30,2021,20,3315,JOURNAL OF PROTEOME RESEARCH,Incomplete Systemic Recovery and Metabolic Phenoreversion in Post-Acute-Phase Nonhospitalized COVID-19 Patients: Implications for Assessment of Post-Acute COVID-19 Syndrome,10.1021/acs.jproteome.1c00224
WOS:000906353200001,WOS:000658753000023,"Sonnweber, Thomas",198,2021,57,,EUROPEAN RESPIRATORY JOURNAL,Cardiopulmonary recovery after COVID-19: an observational prospective multicentre trial,10.1183/13993003.03481-2020
WOS:000906353200001,WOS:000686088100001,"Chen, Liqin",1,2021,14,4619,INTERNATIONAL JOURNAL OF GENERAL MEDICINE,Clinical Characteristics and Outcomes of Hypertensive Patients Infected with COVID-19: A Retrospective Study,10.2147/IJGM.S324077
WOS:000906353200001,WOS:000564908800001,"Vasanthakumar, Natesan",34,2020,42,,BIOESSAYS,Beta-Adrenergic Blockers as a Potential Treatment for COVID-19 Patients,10.1002/bies.202000094
WOS:000906353200001,WOS:000543534300010,"Cai, Qingxian",397,2020,43,1392,DIABETES CARE,"Obesity and COVID-19 Severity in a Designated Hospital in Shenzhen, China",10.2337/dc20-0576
WOS:000906353200001,WOS:000684273900012,"Valle Martins, Ana Lanza",22,2021,7,,ERJ OPEN RESEARCH,Increased circulating levels of angiotensin-(1-7) in severely ill COVID-19 patients,10.1183/23120541.00114-2021
WOS:000906353200001,WOS:000640499300001,"Zuo, Tao",22,2021,9,,MICROBIOME,Temporal landscape of human gut RNA and DNA virome in SARS-CoV-2 infection and severity,10.1186/s40168-021-01008-x
WOS:000906353200001,WOS:000675858200007,"Ahn, Ji Hoon",56,2021,131,,JOURNAL OF CLINICAL INVESTIGATION,Nasal ciliated cells are primary targets for SARS-CoV-2 replication in the early stage of COVID-19,10.1172/JCI148517
WOS:000906353200001,WOS:000631496800002,"Nalbandian, Ani",1437,2021,27,601,NATURE MEDICINE,Post-acute COVID-19 syndrome,10.1038/s41591-021-01283-z
WOS:000906353200001,WOS:000679392700053,"Khan, Abdul Wali",5,2021,33,,RESPIRATORY MEDICINE CASE REPORTS,Pulmonary arterial hypertension post COVID-19: A sequala of SARS-CoV-2 infection?,10.1016/j.rmcr.2021.101429
WOS:000906353200001,WOS:000671996500026,"Nami, Babak",7,2021,39,1705,JOURNAL OF HYPERTENSION,The interaction of the severe acute respiratory syndrome coronavirus 2 spike protein with drug-inhibited angiotensin converting enzyme 2 studied by molecular dynamics simulation,10.1097/HJH.0000000000002829
WOS:000906353200001,WOS:000665922400001,"Sepulveda-Rivas, Sabrina",3,2021,13,,PHARMACEUTICS,Nanoparticle-Mediated Angiotensin-(1-9) Drug Delivery for the Treatment of Cardiac Hypertrophy,10.3390/pharmaceutics13060822
WOS:000906353200001,WOS:000558640500001,"Lei, Changhai",270,2020,11,,NATURE COMMUNICATIONS,Neutralization of SARS-CoV-2 spike pseudotyped virus by recombinant ACE2-Ig,10.1038/s41467-020-16048-4
WOS:000906353200001,WOS:000545975700006,"Zhang, Peng",716,2020,126,1671,CIRCULATION RESEARCH,Association of Inpatient Use of Angiotensin-Converting Enzyme Inhibitors and Angiotensin II Receptor Blockers With Mortality Among Patients With Hypertension Hospitalized With COVID-19,10.1161/CIRCRESAHA.120.317134
WOS:000906353200001,WOS:000642297400009,"Rieder, Marina",58,2021,34,278,AMERICAN JOURNAL OF HYPERTENSION,"Serum ACE2, Angiotensin II, and Aldosterone Levels Are Unchanged in Patients With COVID-19",10.1093/ajh/hpaa169
WOS:000906353200001,WOS:000640387300026,"Yeung, Man Lung",121,2021,184,2212,CELL,Soluble ACE2-mediated cell entry of SARS-CoV-2 via interaction with proteins related to the renin-angiotensin system,10.1016/j.cell.2021.02.053
WOS:000906353200001,WOS:000639574300017,"Sheppard, James P.",25,2021,77,846,HYPERTENSION,Association Between Blood Pressure Control and Coronavirus Disease 2019 Outcomes in 45 418 Symptomatic Patients With Hypertension An Observational Cohort Study,10.1161/HYPERTENSIONAHA.120.16472
WOS:000906353200001,WOS:000581820200015,"De Lorenzo, Rebecca",86,2020,15,,PLOS ONE,Residual clinical damage after COVID-19: A retrospective and prospective observational cohort study,10.1371/journal.pone.0239570
WOS:000906353200001,WOS:000646989900007,"Triposkiadis, Filippos",11,2021,30,786,HEART LUNG AND CIRCULATION,The Counter Regulatory Axis of the Lung Renin-Angiotensin System in Severe COVID-19: Pathophysiology and Clinical Implications,10.1016/j.hlc.2020.11.008
WOS:000906353200001,WOS:000526184900012,"Walls, Alexandra C.",5130,2020,181,281,CELL,"Structure, Function, and Antigenicity of the SARS-CoV-2 Spike Glycoprotein",10.1016/j.cell.2020.02.058
WOS:000906353200001,WOS:000635982800003,"Baral, Ranu",61,2021,4,,JAMA NETWORK OPEN,Association Between Renin-Angiotensin-Aldosterone System Inhibitors and Clinical Outcomes in Patients With COVID-19 A Systematic Review and Meta-analysis,10.1001/jamanetworkopen.2021.3594
WOS:000906353200001,MEDLINE:33875979,"Almutlaq, Moudhi",5,2021,3,1060,CJC open,Classical and Counter-Regulatory Renin-Angiotensin System: Potential Key Roles in COVID-19 Pathophysiology.,10.1016/j.cjco.2021.04.004
WOS:000906353200001,WOS:000628826900004,"Krishnamurthy, Sudarshan",25,2021,320,C279,AMERICAN JOURNAL OF PHYSIOLOGY-CELL PHYSIOLOGY,Soluble ACE2 as a potential therapy for COVID-19,10.1152/ajpcell.00478.2020
WOS:000906353200001,WOS:000631393700029,"Cohen, Jordana B.",124,2021,9,275,LANCET RESPIRATORY MEDICINE,"Continuation versus discontinuation of renin-angiotensin system inhibitors in patients admitted to hospital with COVID-19: a prospective, randomised, open-label trial",10.1016/S2213-2600(20)30558-0
WOS:000906353200001,WOS:000562758500001,"Li, Jie",255,2021,93,1449,JOURNAL OF MEDICAL VIROLOGY,"Epidemiology of COVID-19: A systematic review and meta-analysis of clinical characteristics, risk factors, and outcomes",10.1002/jmv.26424
WOS:000906353200001,WOS:000620015800001,"Vieira, Cristina",17,2021,22,254,CURRENT DRUG TARGETS,Downregulation of Membrane-bound Angiotensin Converting Enzyme 2 (ACE2) Receptor has a Pivotal Role in COVID-19 Immunopathology,10.2174/1389450121666201020154033
WOS:000906353200001,WOS:000606505400008,"Wei, Jin",204,2021,184,76,CELL,Genome-wide CRISPR Screens Reveal Host Factors Critical for SARS-CoV-2 Infection,10.1016/j.cell.2020.10.028
WOS:000906353200001,WOS:000613249500030,"Ratchford, Stephen M.",74,2021,320,H404,AMERICAN JOURNAL OF PHYSIOLOGY-HEART AND CIRCULATORY PHYSIOLOGY,Vascular alterations among young adults with SARS-CoV-2,10.1152/ajpheart.00897.2020
WOS:000906353200001,WOS:000601279300001,"Zeng, Qiang",9,2020,11,,FRONTIERS IN IMMUNOLOGY,Dynamic SARS-CoV-2-Specific Immunity in Critically Ill Patients With Hypertension,10.3389/fimmu.2020.596684
WOS:000906353200001,WOS:000579828800001,"Zipeto, Donato",134,2020,11,,FRONTIERS IN IMMUNOLOGY,ACE2/ADAM17/TMPRSS2 Interplay May Be the Main Risk Factor for COVID-19,10.3389/fimmu.2020.576745
WOS:000906353200001,WOS:000609540400020,"Lopes, Renato D.",188,2021,325,254,JAMA-JOURNAL OF THE AMERICAN MEDICAL ASSOCIATION,Effect of Discontinuing vs Continuing Angiotensin-Converting Enzyme Inhibitors and Angiotensin II Receptor Blockers on Days Alive and Out of the Hospital in Patients Admitted With COVID-19: A Randomized Clinical Trial,10.1001/jama.2020.25864
WOS:000906353200001,WOS:000609237100009,"Zuo, Tao",235,2021,70,276,GUT,Depicting SARS-CoV-2 faecal viral activity in association with gut microbiota composition in patients with COVID-19,10.1136/gutjnl-2020-322294
WOS:000906353200001,WOS:000592721900007,"Felice, Carla",61,2020,33,944,AMERICAN JOURNAL OF HYPERTENSION,Use of RAAS Inhibitors and Risk of Clinical Deterioration in COVID-19: Results From an Italian Cohort of 133 Hypertensives,10.1093/ajh/hpaa096
WOS:000906353200001,WOS:000559252400002,"Qiu, Peishan",55,2020,32,1869,AGING CLINICAL AND EXPERIMENTAL RESEARCH,"Clinical characteristics, laboratory outcome characteristics, comorbidities, and complications of related COVID-19 deceased: a systematic review and meta-analysis",10.1007/s40520-020-01664-3
WOS:000906353200001,WOS:000521986200001,"Emami, Amir",499,2020,8,,ARCHIVES OF ACADEMIC EMERGENCY MEDICINE,Prevalence of Underlying Diseases in Hospitalized Patients with COVID-19: a Systematic Review and Meta-Analysis,10.22037/aaem.v8i1.600
WOS:000906353200001,WOS:000577175900005,"Lam, Katherine W.",66,2020,222,1256,JOURNAL OF INFECTIOUS DISEASES,Continued In-Hospital Angiotensin-Converting Enzyme Inhibitor and Angiotensin II Receptor Blocker Use in Hypertensive COVID-19 Patients Is Associated With Positive Clinical Outcome,10.1093/infdis/jiaa447
WOS:000906353200001,WOS:000576244500001,"Kintscher, Ulrich",40,2020,76,E34,HYPERTENSION,Plasma Angiotensin Peptide Profiling and ACE (Angiotensin-Converting Enzyme)-2 Activity in COVID-19 Patients Treated With Pharmacological Blockers of the Renin-Angiotensin System,10.1161/HYPERTENSIONAHA.120.15841
WOS:000906353200001,WOS:000582383200017,"Grasselli, Giacomo",778,2020,180,1345,JAMA INTERNAL MEDICINE,"Risk Factors Associated With Mortality Among Patients With COVID-19 in Intensive Care Units in Lombardy, Italy",10.1001/jamainternmed.2020.3539
WOS:000906353200001,WOS:000547721500001,"Selcuk, Murat",40,2020,42,738,CLINICAL AND EXPERIMENTAL HYPERTENSION,Is the use of ACE inb/ARBs associated with higher in-hospital mortality in Covid-19 pneumonia patients?,10.1080/10641963.2020.1783549
WOS:000906353200001,WOS:000577173400006,"Pinto, Bruna G. G.",116,2020,222,556,JOURNAL OF INFECTIOUS DISEASES,ACE2 Expression Is Increased in the Lungs of Patients With Comorbidities Associated With Severe COVID-19,10.1093/infdis/jiaa332
WOS:000906353200001,WOS:000600791600062,"Bejarano, Julian",7,2020,328,859,JOURNAL OF CONTROLLED RELEASE,Light-induced release of the cardioprotective peptide angiotensin-(1-9) from thermosensitive liposomes with gold nanoclusters,10.1016/j.jconrel.2020.11.002
WOS:000906353200001,WOS:000600663400004,"Cheng, Xiaocheng",7,2020,12,23436,AGING-US,Clinical characteristics and fatal outcomes of hypertension in patients with severe COVID-19,10.18632/aging.104019
WOS:000906353200001,WOS:000601420800001,"Chaudhry, Farhan",33,2020,7,,OPEN HEART,Manipulation of ACE2 expression in COVID-19,10.1136/openhrt-2020-001424
WOS:000906353200001,WOS:000593988400010,"Sriram, Krishna",19,2020,117,29274,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,"Targeting the renin-angiotensin signaling pathway in COVID-19: Unanswered questions, opportunities, and challenges",10.1073/pnas.2009875117
WOS:000906353200001,WOS:000590522900065,"Cantuti-Castelvetri, Ludovico",915,2020,370,856,SCIENCE,Neuropilin-1 facilitates SARS-CoV-2 cell entry and infectivity,10.1126/science.abd2985
WOS:000906353200001,WOS:000590522900066,"Daly, James L.",522,2020,370,861,SCIENCE,Neuropilin-1 is a host factor for SARS-CoV-2 infection,10.1126/science.abd3072
WOS:000906353200001,WOS:000580053900017,"Yelin, Dana",159,2020,20,1115,LANCET INFECTIOUS DISEASES,Long-term consequences of COVID-19: research needs,10.1016/S1473-3099(20)30701-5
WOS:000906353200001,WOS:000526602700007,"Wu, Zunyou",10153,2020,323,1239,JAMA-JOURNAL OF THE AMERICAN MEDICAL ASSOCIATION,Characteristics of and Important Lessons From the Coronavirus Disease 2019 (COVID-19) Outbreak in China Summary of a Report of 72 314 Cases From the Chinese Center for Disease Control and Prevention,10.1001/jama.2020.2648
WOS:000906353200001,WOS:000531099900066,"Guan, Wei-jie",2041,2020,55,,EUROPEAN RESPIRATORY JOURNAL,Strategies for the prevention and management of coronavirus disease 2019,10.1183/13993003.00597-2020
WOS:000906353200001,WOS:000536221500011,"Onder, Graziano",2576,2020,323,1775,JAMA-JOURNAL OF THE AMERICAN MEDICAL ASSOCIATION,Case-Fatality Rate and Characteristics of Patients Dying in Relation to COVID-19 in Italy,10.1001/jama.2020.4683
WOS:000906353200001,WOS:000530819400001,"Lan, Jun",3158,2020,581,215,NATURE,Structure of the SARS-CoV-2 spike receptor-binding domain bound to the ACE2 receptor,10.1038/s41586-020-2180-5
WOS:000906353200001,WOS:000590553900002,"Yan, Feifei",43,2020,6,,CELL DISCOVERY,Antihypertensive drugs are associated with reduced fatal outcomes and improved clinical characteristics in elderly COVID-19 patients,10.1038/s41421-020-00221-6
WOS:000906353200001,WOS:000590406500001,"Cuervo, Natalia Zamorano",161,2020,9,,ELIFE,ACE2: Evidence of role as entry receptor for SARS-CoV-2 and implications in comorbidities,10.7554/eLife.61390
WOS:000906353200001,WOS:000591056100001,"Zhou, Peng",5094,2020,588,E6,NATURE,"A pneumonia outbreak associated with a new coronavirus of probable bat origin (vol 579, pg 270, 2020)",10.1038/s41586-020-2951-z
WOS:000906353200001,WOS:000590149400025,"Schaller, Tina",350,2020,323,2518,JAMA-JOURNAL OF THE AMERICAN MEDICAL ASSOCIATION,Postmortem Examination of Patients With COVID-19,10.1001/jama.2020.8907
WOS:000906353200001,WOS:000533878100019,"Gheblawi, Mahmoud",1061,2020,126,1456,CIRCULATION RESEARCH,Angiotensin-Converting Enzyme 2: SARS-CoV-2 Receptor and Regulator of the Renin-Angiotensin System Celebrating the 20th Anniversary of the Discovery of ACE2,10.1161/CIRCRESAHA.120.317015
WOS:000906353200001,WOS:000532726700007,Zou Xin,1395,2020,14,185,FRONTIERS OF MEDICINE,Single-cell RNA-seq data analysis on the receptor ACE2 expression reveals the potential risk of different human organs vulnerable to 2019-nCoV infection,10.1007/s11684-020-0754-0
WOS:000906353200001,WOS:000579310000007,"Norambuena-Soto, Ignacio",5,2020,180,,BIOCHEMICAL PHARMACOLOGY,Angiotensin-(1-9) prevents vascular remodeling by decreasing vascular smooth muscle cell dedifferentiation through a FoxO1-dependent mechanism,10.1016/j.bcp.2020.114190
WOS:000906353200001,WOS:000577511800142,"Cadegiani, Flavio A.",26,2020,143,,MEDICAL HYPOTHESES,"Spironolactone may provide protection from SARS-CoV-2: Targeting androgens, angiotensin converting enzyme 2 (ACE2), and renin-angiotensin-aldosterone system (RAAS)",10.1016/j.mehy.2020.110112
WOS:000906353200001,WOS:000573855100025,"Zuo, Tao",701,2020,159,944,GASTROENTEROLOGY,Alterations in Gut Microbiota of Patients With COVID-19 During Time of Hospitalization,10.1053/j.gastro.2020.05.048
WOS:000906353200001,WOS:000564184400007,"Liu, Tianxiao",143,2020,213,,PHARMACOLOGY & THERAPEUTICS,Cathepsin L-selective inhibitors: A potentially promising treatment for COVID-19 patients,10.1016/j.pharmthera.2020.107587
WOS:000906353200001,WOS:000568405100001,"Sharif-Askari, Narjes Saheb",161,2020,18,1,MOLECULAR THERAPY-METHODS & CLINICAL DEVELOPMENT,"Airways Expression of SARS-CoV-2 Receptor, ACE2, and TMPRSS2 Is Lower in Children Than Adults and Increases with Smoking and COPD",10.1016/j.omtm.2020.05.013
WOS:000906353200001,WOS:000539132500001,"Bourgonje, Arno R.",532,2020,251,228,JOURNAL OF PATHOLOGY,"Angiotensin-converting enzyme 2 (ACE2),SARS-CoV-2 and the pathophysiology of coronavirus disease 2019 (COVID-19)",10.1002/path.5471
WOS:000906353200001,WOS:000569692300015,"Guzik, Tomasz J.",782,2020,116,1666,CARDIOVASCULAR RESEARCH,"COVID-19 and the cardiovascular system: implications for risk assessment, diagnosis, and treatment options",10.1093/cvr/cvaa106
WOS:000906353200001,WOS:000569692300016,"Kreutz, Reinhold",223,2020,116,1688,CARDIOVASCULAR RESEARCH,"Hypertension, the renin-angiotensin system, and the risk of lower respiratory tract infections and lung injury: implications for COVID-19",10.1093/cvr/cvaa097
WOS:000906353200001,WOS:000574944800026,"Vicenzi, Marco",34,2020,56,,EUROPEAN RESPIRATORY JOURNAL,The liaison between respiratory failure and high blood pressure: evidence from COVID-19 patients,10.1183/13993003.01157-2020
WOS:000906353200001,WOS:000526184900011,"Hoffmann, Markus",10440,2020,181,271,CELL,SARS-CoV-2 Cell Entry Depends on ACE2 and TMPRSS2 and Is Blocked by a Clinically Proven Protease Inhibitor,10.1016/j.cell.2020.02.052
WOS:000906353200001,WOS:000569146200009,"Yang, Chuanxi",19,2020,883,,EUROPEAN JOURNAL OF PHARMACOLOGY,Alamandine attenuates angiotensin II-induced vascular fibrosis via inhibiting p38 MAPK pathway,10.1016/j.ejphar.2020.173384
WOS:000906353200001,WOS:000551952100012,"Li, Yuchong",61,2020,24,,CRITICAL CARE,Molecular mechanisms of sex bias differences in COVID-19 mortality,10.1186/s13054-020-03118-8
WOS:000906353200001,WOS:000540252700005,"Wu, Zhiyong",74,2020,24,,CRITICAL CARE,Elevation of plasma angiotensin II level is a potential pathogenesis for the critically ill COVID-19 patients,10.1186/s13054-020-03015-0
WOS:000906353200001,WOS:000509541800029,"Rothman, Alexander M. K.",44,2020,75,477,HYPERTENSION,"Effects of Interleukin-1 beta Inhibition on Blood Pressure, Incident Hypertension, and Residual Inflammatory Risk A Secondary Analysis of CANTOS",10.1161/HYPERTENSIONAHA.119.13642
WOS:000906353200001,WOS:000571881300001,"Li, Zhenlin",17,2020,7,,BMJ OPEN RESPIRATORY RESEARCH,Vimentin as a target for the treatment of COVID-19,10.1136/bmjresp-2020-000623
WOS:000906353200001,WOS:000552745000014,"Hou, Yixuan J.",743,2020,182,429,CELL,SARS-CoV-2 Reverse Genetics Reveals a Variable Infection Gradient in the Respiratory Tract,10.1016/j.cell.2020.05.042
WOS:000906353200001,WOS:000567951800001,"de Almeida-Pititto, Bianca",125,2020,12,,DIABETOLOGY & METABOLIC SYNDROME,"Severity and mortality of COVID 19 in patients with diabetes, hypertension and cardiovascular disease: a meta-analysis",10.1186/s13098-020-00586-4
WOS:000906353200001,WOS:000524273300001,"Meng, Juan",429,2020,9,757,EMERGING MICROBES & INFECTIONS,Renin-angiotensin system inhibitors improve the clinical outcomes of COVID-19 patients with hypertension,10.1080/22221751.2020.1746200
WOS:000906353200001,WOS:000553144200003,"Hou, Yuan",211,2020,18,,BMC MEDICINE,New insights into genetic susceptibility of COVID-19: an ACE2 and TMPRSS2 polymorphism analysis,10.1186/s12916-020-01673-z
WOS:000906353200001,WOS:000549737900001,"Li, Yunjin",25,2020,24,9478,JOURNAL OF CELLULAR AND MOLECULAR MEDICINE,Systematic profiling of ACE2 expression in diverse physiological and pathological conditions for COVID-19/SARS-CoV-2,10.1111/jcmm.15607
WOS:000906353200001,WOS:000561202400001,"Cadegiani, Flavio A.",28,2020,7,,FRONTIERS IN MEDICINE,Spironolactone: An Anti-androgenic and Anti-hypertensive Drug That May Provide Protection Against the Novel Coronavirus (SARS-CoV-2) Induced Acute Respiratory Distress Syndrome (ARDS) in COVID-19,10.3389/fmed.2020.00453
